GEONR;GEONAME;CLASS_HAB;VARIABLE;VALUE;STATUS
1702;Cham;3;depic_cula;0;A
1702;Cham;3;depic_med;0;A
1702;Cham;3;depic_spo;0;A
1702;Cham;3;depic_egl;0;A
1301;Einsiedeln;3;depc_t;1168;A
1301;Einsiedeln;3;depc_pat_cul;10;A
1301;Einsiedeln;3;depc_cula;391;A
1301;Einsiedeln;3;depc_med;0;A
1301;Einsiedeln;3;depc_spo;767;A
1301;Einsiedeln;3;depc_egl;0;A
1301;Einsiedeln;3;depic_t;0;A
1301;Einsiedeln;3;depic_pat_cul;0;A
1301;Einsiedeln;3;depic_cula;0;A
1301;Einsiedeln;3;depic_med;0;A
1301;Einsiedeln;3;depic_spo;0;A
1301;Einsiedeln;3;depic_egl;0;A
1322;Freienbach;3;depc_t;2975;A
1322;Freienbach;3;depc_pat_cul;0;A
1322;Freienbach;3;depc_cula;361;A
1322;Freienbach;3;depc_med;80;A
1322;Freienbach;3;depc_spo;2533;A
1322;Freienbach;3;depc_egl;0;A
1322;Freienbach;3;depic_t;123;A
1322;Freienbach;3;depic_pat_cul;0;A
1322;Freienbach;3;depic_cula;0;A
1322;Freienbach;3;depic_med;0;A
1322;Freienbach;3;depic_spo;123;A
1322;Freienbach;3;depic_egl;0;A
1630;Glarus Nord;3;depc_t;3156;A
1630;Glarus Nord;3;depc_pat_cul;195;A
1630;Glarus Nord;3;depc_cula;1060;A
1630;Glarus Nord;3;depc_med;0;A
1630;Glarus Nord;3;depc_spo;1902;A
1630;Glarus Nord;3;depc_egl;0;A
1630;Glarus Nord;3;depic_t;0;A
1630;Glarus Nord;3;depic_pat_cul;0;A
1630;Glarus Nord;3;depic_cula;0;A
1630;Glarus Nord;3;depic_med;0;A
1630;Glarus Nord;3;depic_spo;0;A
1630;Glarus Nord;3;depic_egl;0;A
3443;Gossau (SG);3;depc_t;4904;A
3443;Gossau (SG);3;depc_pat_cul;3;A
3443;Gossau (SG);3;depc_cula;1831;A
3443;Gossau (SG);3;depc_med;0;A
3443;Gossau (SG);3;depc_spo;3070;A
3443;Gossau (SG);3;depc_egl;0;A
3443;Gossau (SG);3;depic_t;267;A
3443;Gossau (SG);3;depic_pat_cul;0;A
3443;Gossau (SG);3;depic_cula;0;A
3443;Gossau (SG);3;depic_med;0;A
3443;Gossau (SG);3;depic_spo;267;A
3443;Gossau (SG);3;depic_egl;0;A
2546;Grenchen;3;depc_t;5039;A
2546;Grenchen;3;depc_pat_cul;423;A
2546;Grenchen;3;depc_cula;1470;A
2546;Grenchen;3;depc_med;0;A
2546;Grenchen;3;depc_spo;3147;A
2546;Grenchen;3;depc_egl;0;A
2546;Grenchen;3;depic_t;1253;A
2546;Grenchen;3;depic_pat_cul;5;A
2546;Grenchen;3;depic_cula;619;A
2546;Grenchen;3;depic_med;0;A
2546;Grenchen;3;depic_spo;629;A
2546;Grenchen;3;depic_egl;0;A
3001;Herisau;3;depc_t;6012;A
3001;Herisau;3;depc_pat_cul;112;A
3001;Herisau;3;depc_cula;1082;A
3001;Herisau;3;depc_med;15;A
3001;Herisau;3;depc_spo;4755;A
3001;Herisau;3;depc_egl;47;A
3001;Herisau;3;depic_t;452;A
3001;Herisau;3;depic_pat_cul;101;A
3001;Herisau;3;depic_cula;169;A
3001;Herisau;3;depic_med;0;A
3001;Herisau;3;depic_spo;183;A
3001;Herisau;3;depic_egl;0;A
296;Illnau-Effretikon;3;depc_t;2673;A
296;Illnau-Effretikon;3;depc_pat_cul;73;A
296;Illnau-Effretikon;3;depc_cula;446;A
296;Illnau-Effretikon;3;depc_med;0;A
296;Illnau-Effretikon;3;depc_spo;2154;A
296;Illnau-Effretikon;3;depc_egl;0;A
296;Illnau-Effretikon;3;depic_t;0;A
296;Illnau-Effretikon;3;depic_pat_cul;0;A
296;Illnau-Effretikon;3;depic_cula;0;A
296;Illnau-Effretikon;3;depic_med;0;A
296;Illnau-Effretikon;3;depic_spo;0;A
296;Illnau-Effretikon;3;depic_egl;0;A
329;Langenthal;3;depc_t;11450;A
329;Langenthal;3;depc_pat_cul;164;A
329;Langenthal;3;depc_cula;5091;A
329;Langenthal;3;depc_med;0;A
329;Langenthal;3;depc_spo;6195;A
329;Langenthal;3;depc_egl;0;A
329;Langenthal;3;depic_t;4395;A
329;Langenthal;3;depic_pat_cul;0;A
329;Langenthal;3;depic_cula;2274;A
329;Langenthal;3;depic_med;0;A
329;Langenthal;3;depic_spo;2122;A
329;Langenthal;3;depic_egl;0;A
5113;Locarno;3;depc_t;5914;A
5113;Locarno;3;depc_pat_cul;1969;A
5113;Locarno;3;depc_cula;589;A
5113;Locarno;3;depc_med;300;A
5113;Locarno;3;depc_spo;2950;A
5113;Locarno;3;depc_egl;107;A
5113;Locarno;3;depic_t;1472;A
5113;Locarno;3;depic_pat_cul;981;A
5113;Locarno;3;depic_cula;24;A
5113;Locarno;3;depic_med;0;A
5113;Locarno;3;depic_spo;468;A
5113;Locarno;3;depic_egl;0;A
306;Lyss;3;depc_t;4490;A
306;Lyss;3;depc_pat_cul;2;A
306;Lyss;3;depc_cula;689;A
306;Lyss;3;depc_med;0;A
306;Lyss;3;depc_spo;3800;A
306;Lyss;3;depc_egl;0;A
306;Lyss;3;depic_t;579;A
306;Lyss;3;depic_pat_cul;0;A
306;Lyss;3;depic_cula;0;A
306;Lyss;3;depic_med;0;A
306;Lyss;3;depic_spo;579;A
306;Lyss;3;depic_egl;0;A
6136;Martigny;3;depc_t;9116;A
6136;Martigny;3;depc_pat_cul;997;A
6136;Martigny;3;depc_cula;2350;A
6136;Martigny;3;depc_med;0;A
6136;Martigny;3;depc_spo;5071;A
6136;Martigny;3;depc_egl;698;A
6136;Martigny;3;depic_t;440;A
6136;Martigny;3;depic_pat_cul;0;A
6136;Martigny;3;depic_cula;0;A
6136;Martigny;3;depic_med;0;A
6136;Martigny;3;depic_spo;440;A
6136;Martigny;3;depic_egl;0;A
6153;Monthey;3;depc_t;13137;A
6153;Monthey;3;depc_pat_cul;74;A
6153;Monthey;3;depc_cula;4627;A
6153;Monthey;3;depc_med;71;A
6153;Monthey;3;depc_spo;7460;A
6153;Monthey;3;depc_egl;905;A
6153;Monthey;3;depic_t;3841;A
6153;Monthey;3;depic_pat_cul;0;A
6153;Monthey;3;depic_cula;215;A
6153;Monthey;3;depic_med;0;A
6153;Monthey;3;depic_spo;3626;A
6153;Monthey;3;depic_egl;0;A
5642;Morges;3;depc_t;12655;A
5642;Morges;3;depc_pat_cul;929;A
5642;Morges;3;depc_cula;5823;A
5642;Morges;3;depc_med;7;A
5642;Morges;3;depc_spo;5451;A
5642;Morges;3;depc_egl;445;A
5642;Morges;3;depic_t;762;A
5642;Morges;3;depic_pat_cul;542;A
5642;Morges;3;depic_cula;10;A
5642;Morges;3;depic_med;0;A
5642;Morges;3;depic_spo;210;A
5642;Morges;3;depic_egl;0;A
2770;Muttenz;3;depc_t;4130;A
2770;Muttenz;3;depc_pat_cul;241;A
2770;Muttenz;3;depc_cula;396;A
2770;Muttenz;3;depc_med;873;A
2770;Muttenz;3;depc_spo;2590;A
2770;Muttenz;3;depc_egl;30;A
2770;Muttenz;3;depic_t;529;A
2770;Muttenz;3;depic_pat_cul;0;A
2770;Muttenz;3;depic_cula;0;A
2770;Muttenz;3;depic_med;53;A
2770;Muttenz;3;depic_spo;475;A
2770;Muttenz;3;depic_egl;0;A
2581;Olten;3;depc_t;15118;A
2581;Olten;3;depc_pat_cul;6264;A
2581;Olten;3;depc_cula;2060;A
2581;Olten;3;depc_med;0;A
2581;Olten;3;depc_spo;6794;A
2581;Olten;3;depc_egl;0;A
2581;Olten;3;depic_t;5456;A
2581;Olten;3;depic_pat_cul;3929;A
2581;Olten;3;depic_cula;152;A
2581;Olten;3;depic_med;0;A
2581;Olten;3;depic_spo;1375;A
2581;Olten;3;depic_egl;0;A
6631;Onex;3;depc_t;12590;A
6631;Onex;3;depc_pat_cul;0;A
6631;Onex;3;depc_cula;2490;A
6631;Onex;3;depc_med;137;A
6631;Onex;3;depc_spo;9963;A
6631;Onex;3;depc_egl;0;A
6631;Onex;3;depic_t;3209;A
6631;Onex;3;depic_pat_cul;0;A
6631;Onex;3;depic_cula;0;A
6631;Onex;3;depic_med;0;A
6631;Onex;3;depic_spo;3209;A
6631;Onex;3;depic_egl;0;A
363;Ostermundigen;3;depc_t;2189;A
363;Ostermundigen;3;depc_pat_cul;0;A
363;Ostermundigen;3;depc_cula;843;A
363;Ostermundigen;3;depc_med;31;A
363;Ostermundigen;3;depc_spo;1315;A
363;Ostermundigen;3;depc_egl;0;A
363;Ostermundigen;3;depic_t;1;A
363;Ostermundigen;3;depic_pat_cul;0;A
363;Ostermundigen;3;depic_cula;1;A
363;Ostermundigen;3;depic_med;0;A
363;Ostermundigen;3;depic_spo;0;A
363;Ostermundigen;3;depic_egl;0;A
2831;Pratteln;3;depc_t;4799;A
2831;Pratteln;3;depc_pat_cul;2;A
2831;Pratteln;3;depc_cula;352;A
2831;Pratteln;3;depc_med;1374;A
2831;Pratteln;3;depc_spo;3071;A
2831;Pratteln;3;depc_egl;0;A
2831;Pratteln;3;depic_t;397;A
2831;Pratteln;3;depic_pat_cul;0;A
2831;Pratteln;3;depic_cula;0;A
2831;Pratteln;3;depic_med;170;A
2831;Pratteln;3;depic_spo;227;A
2831;Pratteln;3;depic_egl;0;A
5590;Pully;3;depc_t;10550;A
5590;Pully;3;depc_pat_cul;1297;A
5590;Pully;3;depc_cula;3293;A
5590;Pully;3;depc_med;0;A
5590;Pully;3;depc_spo;5655;A
5590;Pully;3;depc_egl;305;A
5590;Pully;3;depic_t;626;A
5590;Pully;3;depic_pat_cul;0;A
5590;Pully;3;depic_cula;50;A
5590;Pully;3;depic_med;0;A
5590;Pully;3;depic_spo;576;A
5590;Pully;3;depic_egl;0;A
96;Regensdorf;3;depc_t;2218;A
96;Regensdorf;3;depc_pat_cul;0;A
96;Regensdorf;3;depc_cula;498;A
96;Regensdorf;3;depc_med;216;A
96;Regensdorf;3;depc_spo;1505;A
96;Regensdorf;3;depc_egl;0;A
96;Regensdorf;3;depic_t;0;A
96;Regensdorf;3;depic_pat_cul;0;A
96;Regensdorf;3;depic_cula;0;A
96;Regensdorf;3;depic_med;0;A
96;Regensdorf;3;depic_spo;0;A
96;Regensdorf;3;depic_egl;0;A
2773;Reinach (BL);3;depc_t;12677;A
2773;Reinach (BL);3;depc_pat_cul;77;A
2773;Reinach (BL);3;depc_cula;708;A
2773;Reinach (BL);3;depc_med;1468;A
2773;Reinach (BL);3;depc_spo;10424;A
2773;Reinach (BL);3;depc_egl;0;A
2773;Reinach (BL);3;depic_t;9234;A
2773;Reinach (BL);3;depic_pat_cul;0;A
2773;Reinach (BL);3;depic_cula;0;A
2773;Reinach (BL);3;depic_med;42;A
2773;Reinach (BL);3;depic_spo;9192;A
2773;Reinach (BL);3;depic_egl;0;A
247;Schlieren;3;depc_t;2648;A
247;Schlieren;3;depc_pat_cul;37;A
247;Schlieren;3;depc_cula;607;A
247;Schlieren;3;depc_med;0;A
247;Schlieren;3;depc_spo;2004;A
247;Schlieren;3;depc_egl;0;A
247;Schlieren;3;depic_t;59;A
247;Schlieren;3;depic_pat_cul;0;A
247;Schlieren;3;depic_cula;0;A
247;Schlieren;3;depic_med;0;A
247;Schlieren;3;depic_spo;59;A
247;Schlieren;3;depic_egl;0;A
1372;Schwyz;3;depc_t;1720;A
1372;Schwyz;3;depc_pat_cul;0;A
1372;Schwyz;3;depc_cula;451;A
1372;Schwyz;3;depc_med;0;A
1372;Schwyz;3;depc_spo;1269;A
1372;Schwyz;3;depc_egl;0;A
1372;Schwyz;3;depic_t;0;A
1372;Schwyz;3;depic_pat_cul;0;A
1372;Schwyz;3;depic_cula;0;A
1372;Schwyz;3;depic_med;0;A
1372;Schwyz;3;depic_spo;0;A
1372;Schwyz;3;depic_egl;0;A
6248;Sierre;3;depc_t;11925;A
6248;Sierre;3;depc_pat_cul;130;A
6248;Sierre;3;depc_cula;2933;A
6248;Sierre;3;depc_med;29;A
6248;Sierre;3;depc_spo;7838;A
6248;Sierre;3;depc_egl;995;A
6248;Sierre;3;depic_t;3644;A
6248;Sierre;3;depic_pat_cul;0;A
6248;Sierre;3;depic_cula;118;A
6248;Sierre;3;depic_med;0;A
6248;Sierre;3;depic_spo;3526;A
6248;Sierre;3;depic_egl;0;A
2601;Solothurn;3;depc_t;18571;A
2601;Solothurn;3;depc_pat_cul;4635;A
2601;Solothurn;3;depc_cula;5840;A
2601;Solothurn;3;depc_med;210;A
2601;Solothurn;3;depc_spo;7886;A
2601;Solothurn;3;depc_egl;0;A
2601;Solothurn;3;depic_t;2826;A
2601;Solothurn;3;depic_pat_cul;318;A
2601;Solothurn;3;depic_cula;256;A
2601;Solothurn;3;depic_med;0;A
2601;Solothurn;3;depic_spo;2252;A
2601;Solothurn;3;depic_egl;0;A
939;Steffisburg;3;depc_t;2149;A
939;Steffisburg;3;depc_pat_cul;155;A
939;Steffisburg;3;depc_cula;571;A
939;Steffisburg;3;depc_med;88;A
939;Steffisburg;3;depc_spo;1325;A
939;Steffisburg;3;depc_egl;10;A
939;Steffisburg;3;depic_t;747;A
939;Steffisburg;3;depic_pat_cul;0;A
939;Steffisburg;3;depic_cula;0;A
939;Steffisburg;3;depic_med;0;A
939;Steffisburg;3;depic_spo;747;A
939;Steffisburg;3;depic_egl;0;A
141;Thalwil;3;depc_t;8191;A
141;Thalwil;3;depc_pat_cul;33;A
141;Thalwil;3;depc_cula;590;A
141;Thalwil;3;depc_med;2;A
141;Thalwil;3;depc_spo;7560;A
141;Thalwil;3;depc_egl;5;A
141;Thalwil;3;depic_t;5291;A
141;Thalwil;3;depic_pat_cul;0;A
141;Thalwil;3;depic_cula;0;A
141;Thalwil;3;depic_med;0;A
141;Thalwil;3;depic_spo;5291;A
141;Thalwil;3;depic_egl;0;A
5890;Vevey;3;depc_t;17010;A
5890;Vevey;3;depc_pat_cul;4236;A
5890;Vevey;3;depc_cula;4566;A
5890;Vevey;3;depc_med;7;A
5890;Vevey;3;depc_spo;7681;A
5890;Vevey;3;depc_egl;520;A
5890;Vevey;3;depic_t;1716;A
5890;Vevey;3;depic_pat_cul;354;A
5890;Vevey;3;depic_cula;238;A
5890;Vevey;3;depic_med;0;A
5890;Vevey;3;depic_spo;1123;A
5890;Vevey;3;depic_egl;0;A
199;Volketswil;3;depc_t;7677;A
199;Volketswil;3;depc_pat_cul;24;A
199;Volketswil;3;depc_cula;638;A
199;Volketswil;3;depc_med;1735;A
199;Volketswil;3;depc_spo;5280;A
199;Volketswil;3;depc_egl;0;A
199;Volketswil;3;depic_t;3574;A
199;Volketswil;3;depic_pat_cul;0;A
199;Volketswil;3;depic_cula;0;A
199;Volketswil;3;depic_med;166;A
199;Volketswil;3;depic_spo;3408;A
199;Volketswil;3;depic_egl;0;A
69;Wallisellen;3;depc_t;5125;A
69;Wallisellen;3;depc_pat_cul;7;A
69;Wallisellen;3;depc_cula;1663;A
69;Wallisellen;3;depc_med;0;A
69;Wallisellen;3;depc_spo;3455;A
69;Wallisellen;3;depc_egl;0;A
69;Wallisellen;3;depic_t;1822;A
69;Wallisellen;3;depic_pat_cul;0;A
69;Wallisellen;3;depic_cula;0;A
69;Wallisellen;3;depic_med;0;A
69;Wallisellen;3;depic_spo;1822;A
69;Wallisellen;3;depic_egl;0;A
4082;Wohlen (AG);3;depc_t;14547;A
4082;Wohlen (AG);3;depc_pat_cul;178;A
4082;Wohlen (AG);3;depc_cula;726;A
4082;Wohlen (AG);3;depc_med;0;A
4082;Wohlen (AG);3;depc_spo;13643;A
4082;Wohlen (AG);3;depc_egl;0;A
4082;Wohlen (AG);3;depic_t;12215;A
4082;Wohlen (AG);3;depic_pat_cul;0;A
4082;Wohlen (AG);3;depic_cula;0;A
4082;Wohlen (AG);3;depic_med;0;A
4082;Wohlen (AG);3;depic_spo;12215;A
4082;Wohlen (AG);3;depic_egl;0;A
2761;Aesch (BL);2;depc_t;3757;A
2761;Aesch (BL);2;depc_pat_cul;0;A
2761;Aesch (BL);2;depc_cula;386;A
2761;Aesch (BL);2;depc_med;622;A
2761;Aesch (BL);2;depc_spo;2749;A
2761;Aesch (BL);2;depc_egl;0;A
2761;Aesch (BL);2;depic_t;731;A
2761;Aesch (BL);2;depic_pat_cul;0;A
2761;Aesch (BL);2;depic_cula;0;A
2761;Aesch (BL);2;depic_med;75;A
2761;Aesch (BL);2;depic_spo;655;A
2761;Aesch (BL);2;depic_egl;0;A
2;Affoltern am Albis;2;depc_t;2059;A
2;Affoltern am Albis;2;depc_pat_cul;0;A
2;Affoltern am Albis;2;depc_cula;855;A
2;Affoltern am Albis;2;depc_med;0;A
2;Affoltern am Albis;2;depc_spo;1204;A
2;Affoltern am Albis;2;depc_egl;0;A
2;Affoltern am Albis;2;depic_t;574;A
2;Affoltern am Albis;2;depic_pat_cul;0;A
2;Affoltern am Albis;2;depic_cula;0;A
2;Affoltern am Albis;2;depic_med;0;A
2;Affoltern am Albis;2;depic_spo;574;A
2;Affoltern am Albis;2;depic_egl;0;A
5401;Aigle;2;depc_t;2009;A
5401;Aigle;2;depc_pat_cul;62;A
5401;Aigle;2;depc_cula;818;A
5401;Aigle;2;depc_med;30;A
5401;Aigle;2;depc_spo;1098;A
5401;Aigle;2;depc_egl;0;A
5401;Aigle;2;depic_t;30;A
5401;Aigle;2;depic_pat_cul;0;A
5401;Aigle;2;depic_cula;0;A
5401;Aigle;2;depic_med;0;A
5401;Aigle;2;depic_spo;30;A
5401;Aigle;2;depic_egl;0;A
3251;Altstätten;2;depc_t;6437;A
3251;Altstätten;2;depc_pat_cul;72;A
3251;Altstätten;2;depc_cula;441;A
3251;Altstätten;2;depc_med;0;A
3251;Altstätten;2;depc_spo;5925;A
3251;Altstätten;2;depc_egl;0;A
3251;Altstätten;2;depic_t;4500;A
3251;Altstätten;2;depic_pat_cul;0;A
3251;Altstätten;2;depic_cula;0;A
3251;Altstätten;2;depic_med;0;A
3251;Altstätten;2;depic_spo;4500;A
3251;Altstätten;2;depic_egl;0;A
4461;Amriswil;2;depc_t;7973;A
4461;Amriswil;2;depc_pat_cul;61;A
4461;Amriswil;2;depc_cula;1030;A
4461;Amriswil;2;depc_med;0;A
4461;Amriswil;2;depc_spo;6883;A
4461;Amriswil;2;depc_egl;0;A
4461;Amriswil;2;depic_t;5177;A
4461;Amriswil;2;depic_pat_cul;0;A
4461;Amriswil;2;depic_cula;0;A
4461;Amriswil;2;depic_med;0;A
4461;Amriswil;2;depic_spo;5177;A
4461;Amriswil;2;depic_egl;0;A
4401;Arbon;2;depc_t;6548;A
4401;Arbon;2;depc_pat_cul;1776;A
4401;Arbon;2;depc_cula;209;A
4401;Arbon;2;depc_med;8;A
4401;Arbon;2;depc_spo;4555;A
4401;Arbon;2;depc_egl;0;A
4401;Arbon;2;depic_t;2286;A
4401;Arbon;2;depic_pat_cul;1347;A
4401;Arbon;2;depic_cula;0;A
4401;Arbon;2;depic_med;0;A
4401;Arbon;2;depic_spo;938;A
4401;Arbon;2;depic_egl;0;A
1362;Arth;2;depc_t;714;A
1362;Arth;2;depc_pat_cul;0;A
1362;Arth;2;depc_cula;104;A
1362;Arth;2;depc_med;0;A
1362;Arth;2;depc_spo;610;A
1362;Arth;2;depc_egl;0;A
1362;Arth;2;depic_t;102;A
1362;Arth;2;depic_pat_cul;0;A
1362;Arth;2;depic_cula;0;A
1362;Arth;2;depic_med;0;A
1362;Arth;2;depic_spo;102;A
1362;Arth;2;depic_egl;0;A
52;Bassersdorf;2;depc_t;1506;A
52;Bassersdorf;2;depc_pat_cul;13;A
52;Bassersdorf;2;depc_cula;984;A
52;Bassersdorf;2;depc_med;0;A
52;Bassersdorf;2;depc_spo;508;A
52;Bassersdorf;2;depc_egl;0;A
52;Bassersdorf;2;depic_t;0;A
52;Bassersdorf;2;depic_pat_cul;0;A
52;Bassersdorf;2;depic_cula;0;A
52;Bassersdorf;2;depic_med;0;A
52;Bassersdorf;2;depic_spo;0;A
52;Bassersdorf;2;depic_egl;0;A
861;Belp;2;depc_t;1506;A
861;Belp;2;depc_pat_cul;76;A
861;Belp;2;depc_cula;555;A
861;Belp;2;depc_med;40;A
861;Belp;2;depc_spo;834;A
861;Belp;2;depc_egl;0;A
861;Belp;2;depic_t;8;A
861;Belp;2;depic_pat_cul;0;A
861;Belp;2;depic_cula;0;A
861;Belp;2;depic_med;0;A
861;Belp;2;depic_spo;8;A
861;Belp;2;depic_egl;0;A
2766;Birsfelden;2;depc_t;3399;A
2766;Birsfelden;2;depc_pat_cul;138;A
2766;Birsfelden;2;depc_cula;138;A
2766;Birsfelden;2;depc_med;399;A
2766;Birsfelden;2;depc_spo;2724;A
2766;Birsfelden;2;depc_egl;0;A
2766;Birsfelden;2;depic_t;828;A
2766;Birsfelden;2;depic_pat_cul;0;A
2766;Birsfelden;2;depic_cula;0;A
2766;Birsfelden;2;depic_med;41;A
2766;Birsfelden;2;depic_spo;787;A
2766;Birsfelden;2;depic_egl;0;A
6002;Brig-Glis;2;depc_t;5931;A
6002;Brig-Glis;2;depc_pat_cul;84;A
6002;Brig-Glis;2;depc_cula;1911;A
6002;Brig-Glis;2;depc_med;0;A
6002;Brig-Glis;2;depc_spo;2573;A
6002;Brig-Glis;2;depc_egl;1363;A
6002;Brig-Glis;2;depic_t;413;A
6002;Brig-Glis;2;depic_pat_cul;0;A
6002;Brig-Glis;2;depic_cula;170;A
6002;Brig-Glis;2;depic_med;0;A
6002;Brig-Glis;2;depic_spo;243;A
6002;Brig-Glis;2;depic_egl;0;A
4095;Brugg;2;depc_t;3656;A
4095;Brugg;2;depc_pat_cul;152;A
4095;Brugg;2;depc_cula;781;A
4095;Brugg;2;depc_med;0;A
4095;Brugg;2;depc_spo;2722;A
4095;Brugg;2;depc_egl;0;A
4095;Brugg;2;depic_t;426;A
4095;Brugg;2;depic_pat_cul;0;A
4095;Brugg;2;depic_cula;0;A
4095;Brugg;2;depic_med;0;A
4095;Brugg;2;depic_spo;426;A
4095;Brugg;2;depic_egl;0;A
3271;Buchs (SG);2;depc_t;2789;A
3271;Buchs (SG);2;depc_pat_cul;;N
3271;Buchs (SG);2;depc_cula;604;A
3271;Buchs (SG);2;depc_med;0;A
3271;Buchs (SG);2;depc_spo;2184;A
3271;Buchs (SG);2;depc_egl;0;A
3271;Buchs (SG);2;depic_t;566;A
3271;Buchs (SG);2;depic_pat_cul;0;A
3271;Buchs (SG);2;depic_cula;0;A
3271;Buchs (SG);2;depic_med;0;A
3271;Buchs (SG);2;depic_spo;566;A
3271;Buchs (SG);2;depic_egl;0;A
6612;Chêne-Bougeries;2;depc_t;5128;A
6612;Chêne-Bougeries;2;depc_pat_cul;0;A
6612;Chêne-Bougeries;2;depc_cula;838;A
6612;Chêne-Bougeries;2;depc_med;0;A
6612;Chêne-Bougeries;2;depc_spo;4290;A
6612;Chêne-Bougeries;2;depc_egl;0;A
6612;Chêne-Bougeries;2;depic_t;131;A
6612;Chêne-Bougeries;2;depic_pat_cul;0;A
6612;Chêne-Bougeries;2;depic_cula;0;A
6612;Chêne-Bougeries;2;depic_med;0;A
6612;Chêne-Bougeries;2;depic_spo;131;A
6612;Chêne-Bougeries;2;depic_egl;0;A
3851;Davos;2;depc_t;12697;A
3851;Davos;2;depc_pat_cul;136;A
3851;Davos;2;depc_cula;723;A
3851;Davos;2;depc_med;0;A
3851;Davos;2;depc_spo;11837;A
3851;Davos;2;depc_egl;0;A
3851;Davos;2;depic_t;7652;A
3851;Davos;2;depic_pat_cul;0;A
3851;Davos;2;depic_cula;0;A
3851;Davos;2;depic_med;0;A
3851;Davos;2;depic_spo;7652;A
3851;Davos;2;depic_egl;0;A
6711;Delémont;2;depc_t;5439;A
6711;Delémont;2;depc_pat_cul;352;A
6711;Delémont;2;depc_cula;1683;A
6711;Delémont;2;depc_med;5;A
6711;Delémont;2;depc_spo;3399;A
6711;Delémont;2;depc_egl;0;A
6711;Delémont;2;depic_t;234;A
6711;Delémont;2;depic_pat_cul;0;A
6711;Delémont;2;depic_cula;0;A
6711;Delémont;2;depic_med;0;A
6711;Delémont;2;depic_spo;234;A
6711;Delémont;2;depic_egl;0;A
1054;Ebikon;2;depc_t;1109;A
1054;Ebikon;2;depc_pat_cul;0;A
1054;Ebikon;2;depc_cula;392;A
1054;Ebikon;2;depc_med;0;A
1054;Ebikon;2;depc_spo;677;A
1054;Ebikon;2;depc_egl;40;A
1054;Ebikon;2;depic_t;103;A
1054;Ebikon;2;depic_pat_cul;0;A
1054;Ebikon;2;depic_cula;0;A
1054;Ebikon;2;depic_med;0;A
1054;Ebikon;2;depic_spo;103;A
1054;Ebikon;2;depic_egl;0;A
5635;Ecublens (VD);2;depc_t;4018;A
5635;Ecublens (VD);2;depc_pat_cul;2;A
5635;Ecublens (VD);2;depc_cula;1381;A
5635;Ecublens (VD);2;depc_med;44;A
5635;Ecublens (VD);2;depc_spo;2425;A
5635;Ecublens (VD);2;depc_egl;165;A
5635;Ecublens (VD);2;depic_t;412;A
5635;Ecublens (VD);2;depic_pat_cul;0;A
5635;Ecublens (VD);2;depic_cula;0;A
5635;Ecublens (VD);2;depic_med;0;A
5635;Ecublens (VD);2;depic_spo;412;A
5635;Ecublens (VD);2;depic_egl;0;A
3402;Flawil;2;depc_t;1878;A
3402;Flawil;2;depc_pat_cul;5;A
3402;Flawil;2;depc_cula;669;A
3402;Flawil;2;depc_med;123;A
3402;Flawil;2;depc_spo;1080;A
3402;Flawil;2;depc_egl;0;A
3402;Flawil;2;depic_t;37;A
3402;Flawil;2;depic_pat_cul;0;A
3402;Flawil;2;depic_cula;37;A
3402;Flawil;2;depic_med;0;A
3402;Flawil;2;depic_spo;0;A
3402;Flawil;2;depic_egl;0;A
5721;Gland;2;depc_t;4766;A
5721;Gland;2;depc_pat_cul;0;A
5721;Gland;2;depc_cula;1815;A
5721;Gland;2;depc_med;130;A
5721;Gland;2;depc_spo;2752;A
5721;Gland;2;depc_egl;69;A
5721;Gland;2;depic_t;1724;A
5721;Gland;2;depic_pat_cul;0;A
5721;Gland;2;depic_cula;60;A
5721;Gland;2;depic_med;130;A
5721;Gland;2;depic_spo;1534;A
5721;Gland;2;depic_egl;0;A
1632;Glarus;2;depc_t;3232;A
1632;Glarus;2;depc_pat_cul;128;A
1632;Glarus;2;depc_cula;273;A
1632;Glarus;2;depc_med;0;A
1632;Glarus;2;depc_spo;2796;A
1632;Glarus;2;depc_egl;34;A
1632;Glarus;2;depic_t;991;A
1632;Glarus;2;depic_pat_cul;43;A
1632;Glarus;2;depic_cula;18;A
1632;Glarus;2;depic_med;0;A
1632;Glarus;2;depic_spo;930;A
1632;Glarus;2;depic_egl;0;A
117;Hinwil;2;depc_t;1601;A
117;Hinwil;2;depc_pat_cul;51;A
117;Hinwil;2;depc_cula;484;A
117;Hinwil;2;depc_med;93;A
117;Hinwil;2;depc_spo;973;A
117;Hinwil;2;depc_egl;0;A
117;Hinwil;2;depic_t;328;A
117;Hinwil;2;depic_pat_cul;0;A
117;Hinwil;2;depic_cula;0;A
117;Hinwil;2;depic_med;0;A
117;Hinwil;2;depic_spo;328;A
117;Hinwil;2;depic_egl;0;A
1058;Horw;2;depc_t;2581;A
1058;Horw;2;depc_pat_cul;0;A
1058;Horw;2;depc_cula;697;A
1058;Horw;2;depc_med;395;A
1058;Horw;2;depc_spo;1488;A
1058;Horw;2;depc_egl;0;A
1058;Horw;2;depic_t;0;A
1058;Horw;2;depic_pat_cul;0;A
1058;Horw;2;depic_cula;0;A
1058;Horw;2;depic_med;0;A
1058;Horw;2;depic_spo;0;A
1058;Horw;2;depic_egl;0;A
362;Ittigen;2;depc_t;1006;A
