GEONR;GEONAME;CLASS_HAB;VARIABLE;VALUE;STATUS
362;Ittigen;2;depc_pat_cul;0;A
362;Ittigen;2;depc_cula;642;A
362;Ittigen;2;depc_med;10;A
362;Ittigen;2;depc_spo;354;A
362;Ittigen;2;depc_egl;0;A
362;Ittigen;2;depic_t;0;A
362;Ittigen;2;depic_pat_cul;0;A
362;Ittigen;2;depic_cula;0;A
362;Ittigen;2;depic_med;0;A
362;Ittigen;2;depic_spo;0;A
362;Ittigen;2;depic_egl;0;A
154;Küsnacht (ZH);2;depc_t;5997;A
154;Küsnacht (ZH);2;depc_pat_cul;85;A
154;Küsnacht (ZH);2;depc_cula;1140;A
154;Küsnacht (ZH);2;depc_med;237;A
154;Küsnacht (ZH);2;depc_spo;4535;A
154;Küsnacht (ZH);2;depc_egl;0;A
154;Küsnacht (ZH);2;depic_t;516;A
154;Küsnacht (ZH);2;depic_pat_cul;0;A
154;Küsnacht (ZH);2;depic_cula;391;A
154;Küsnacht (ZH);2;depic_med;0;A
154;Küsnacht (ZH);2;depic_spo;125;A
154;Küsnacht (ZH);2;depic_egl;0;A
5889;La Tour-de-Peilz;2;depc_t;5790;A
5889;La Tour-de-Peilz;2;depc_pat_cul;697;A
5889;La Tour-de-Peilz;2;depc_cula;1677;A
5889;La Tour-de-Peilz;2;depc_med;16;A
5889;La Tour-de-Peilz;2;depc_spo;3034;A
5889;La Tour-de-Peilz;2;depc_egl;367;A
5889;La Tour-de-Peilz;2;depic_t;503;A
5889;La Tour-de-Peilz;2;depic_pat_cul;0;A
5889;La Tour-de-Peilz;2;depic_cula;0;A
5889;La Tour-de-Peilz;2;depic_med;0;A
5889;La Tour-de-Peilz;2;depic_spo;214;A
5889;La Tour-de-Peilz;2;depic_egl;290;A
6623;Le Grand-Saconnex;2;depc_t;5170;A
6623;Le Grand-Saconnex;2;depc_pat_cul;0;A
6623;Le Grand-Saconnex;2;depc_cula;484;A
6623;Le Grand-Saconnex;2;depc_med;0;A
6623;Le Grand-Saconnex;2;depc_spo;4686;A
6623;Le Grand-Saconnex;2;depc_egl;0;A
6623;Le Grand-Saconnex;2;depic_t;256;A
6623;Le Grand-Saconnex;2;depic_pat_cul;0;A
6623;Le Grand-Saconnex;2;depic_cula;0;A
6623;Le Grand-Saconnex;2;depic_med;0;A
6623;Le Grand-Saconnex;2;depic_spo;256;A
6623;Le Grand-Saconnex;2;depic_egl;0;A
6436;Le Locle;2;depc_t;8204;A
6436;Le Locle;2;depc_pat_cul;2496;A
6436;Le Locle;2;depc_cula;1639;A
6436;Le Locle;2;depc_med;0;A
6436;Le Locle;2;depc_spo;3965;A
6436;Le Locle;2;depc_egl;105;A
6436;Le Locle;2;depic_t;1545;A
6436;Le Locle;2;depic_pat_cul;2;A
6436;Le Locle;2;depic_cula;0;A
6436;Le Locle;2;depic_med;0;A
6436;Le Locle;2;depic_spo;1544;A
6436;Le Locle;2;depic_egl;0;A
4201;Lenzburg;2;depc_t;3274;A
4201;Lenzburg;2;depc_pat_cul;554;A
4201;Lenzburg;2;depc_cula;584;A
4201;Lenzburg;2;depc_med;0;A
4201;Lenzburg;2;depc_spo;2136;A
4201;Lenzburg;2;depc_egl;0;A
4201;Lenzburg;2;depic_t;364;A
4201;Lenzburg;2;depic_pat_cul;0;A
4201;Lenzburg;2;depic_cula;0;A
4201;Lenzburg;2;depic_med;0;A
4201;Lenzburg;2;depic_spo;364;A
4201;Lenzburg;2;depic_egl;0;A
2829;Liestal;2;depc_t;3502;A
2829;Liestal;2;depc_pat_cul;480;A
2829;Liestal;2;depc_cula;620;A
2829;Liestal;2;depc_med;69;A
2829;Liestal;2;depc_spo;2334;A
2829;Liestal;2;depc_egl;0;A
2829;Liestal;2;depic_t;314;A
2829;Liestal;2;depic_pat_cul;307;A
2829;Liestal;2;depic_cula;0;A
2829;Liestal;2;depic_med;0;A
2829;Liestal;2;depic_spo;7;A
2829;Liestal;2;depic_egl;0;A
155;Männedorf;2;depc_t;3219;A
155;Männedorf;2;depc_pat_cul;103;A
155;Männedorf;2;depc_cula;558;A
155;Männedorf;2;depc_med;0;A
155;Männedorf;2;depc_spo;2558;A
155;Männedorf;2;depc_egl;0;A
155;Männedorf;2;depic_t;142;A
155;Männedorf;2;depic_pat_cul;0;A
155;Männedorf;2;depic_cula;0;A
155;Männedorf;2;depic_med;0;A
155;Männedorf;2;depic_spo;142;A
155;Männedorf;2;depic_egl;0;A
156;Meilen;2;depc_t;4858;A
156;Meilen;2;depc_pat_cul;93;A
156;Meilen;2;depc_cula;795;A
156;Meilen;2;depc_med;0;A
156;Meilen;2;depc_spo;3971;A
156;Meilen;2;depc_egl;0;A
156;Meilen;2;depic_t;209;A
156;Meilen;2;depic_pat_cul;0;A
156;Meilen;2;depic_cula;0;A
156;Meilen;2;depic_med;0;A
156;Meilen;2;depic_spo;209;A
156;Meilen;2;depic_egl;0;A
5254;Mendrisio;2;depc_t;12478;A
5254;Mendrisio;2;depc_pat_cul;1481;A
5254;Mendrisio;2;depc_cula;6545;A
5254;Mendrisio;2;depc_med;0;A
5254;Mendrisio;2;depc_spo;4272;A
5254;Mendrisio;2;depc_egl;181;A
5254;Mendrisio;2;depic_t;6116;A
5254;Mendrisio;2;depic_pat_cul;167;A
5254;Mendrisio;2;depic_cula;5577;A
5254;Mendrisio;2;depic_med;0;A
5254;Mendrisio;2;depic_spo;371;A
5254;Mendrisio;2;depic_egl;0;A
4254;Möhlin;2;depc_t;1709;A
4254;Möhlin;2;depc_pat_cul;0;A
4254;Möhlin;2;depc_cula;395;A
4254;Möhlin;2;depc_med;0;A
4254;Möhlin;2;depc_spo;1314;A
4254;Möhlin;2;depc_egl;0;A
4254;Möhlin;2;depic_t;0;A
4254;Möhlin;2;depic_pat_cul;0;A
4254;Möhlin;2;depic_cula;0;A
4254;Möhlin;2;depic_med;0;A
4254;Möhlin;2;depic_spo;0;A
4254;Möhlin;2;depic_egl;0;A
546;Münchenbuchsee;2;depc_t;2154;A
546;Münchenbuchsee;2;depc_pat_cul;0;A
546;Münchenbuchsee;2;depc_cula;459;A
546;Münchenbuchsee;2;depc_med;23;A
546;Münchenbuchsee;2;depc_spo;1672;A
546;Münchenbuchsee;2;depc_egl;0;A
546;Münchenbuchsee;2;depic_t;912;A
546;Münchenbuchsee;2;depic_pat_cul;0;A
546;Münchenbuchsee;2;depic_cula;0;A
546;Münchenbuchsee;2;depic_med;0;A
546;Münchenbuchsee;2;depic_spo;912;A
546;Münchenbuchsee;2;depic_egl;0;A
2769;Münchenstein;2;depc_t;2150;A
2769;Münchenstein;2;depc_pat_cul;69;A
2769;Münchenstein;2;depc_cula;336;A
2769;Münchenstein;2;depc_med;0;A
2769;Münchenstein;2;depc_spo;1746;A
2769;Münchenstein;2;depc_egl;0;A
2769;Münchenstein;2;depic_t;578;A
2769;Münchenstein;2;depic_pat_cul;0;A
2769;Münchenstein;2;depic_cula;0;A
2769;Münchenstein;2;depic_med;0;A
2769;Münchenstein;2;depic_spo;578;A
2769;Münchenstein;2;depic_egl;0;A
616;Münsingen;2;depc_t;3297;A
616;Münsingen;2;depc_pat_cul;579;A
616;Münsingen;2;depc_cula;670;A
616;Münsingen;2;depc_med;44;A
616;Münsingen;2;depc_spo;2004;A
616;Münsingen;2;depc_egl;0;A
616;Münsingen;2;depic_t;840;A
616;Münsingen;2;depic_pat_cul;0;A
616;Münsingen;2;depic_cula;0;A
616;Münsingen;2;depic_med;0;A
616;Münsingen;2;depic_spo;840;A
616;Münsingen;2;depic_egl;0;A
356;Muri bei Bern;2;depc_t;3471;A
356;Muri bei Bern;2;depc_pat_cul;0;A
356;Muri bei Bern;2;depc_cula;799;A
356;Muri bei Bern;2;depc_med;138;A
356;Muri bei Bern;2;depc_spo;2534;A
356;Muri bei Bern;2;depc_egl;0;A
356;Muri bei Bern;2;depic_t;1027;A
356;Muri bei Bern;2;depic_pat_cul;0;A
356;Muri bei Bern;2;depic_cula;0;A
356;Muri bei Bern;2;depic_med;0;A
356;Muri bei Bern;2;depic_spo;1027;A
356;Muri bei Bern;2;depic_egl;0;A
2937;Neuhausen am Rheinfall;2;depc_t;2416;A
2937;Neuhausen am Rheinfall;2;depc_pat_cul;;N
2937;Neuhausen am Rheinfall;2;depc_cula;411;A
2937;Neuhausen am Rheinfall;2;depc_med;735;A
2937;Neuhausen am Rheinfall;2;depc_spo;1270;A
2937;Neuhausen am Rheinfall;2;depc_egl;0;A
2937;Neuhausen am Rheinfall;2;depic_t;323;A
2937;Neuhausen am Rheinfall;2;depic_pat_cul;0;A
2937;Neuhausen am Rheinfall;2;depic_cula;0;A
2937;Neuhausen am Rheinfall;2;depic_med;188;A
2937;Neuhausen am Rheinfall;2;depic_spo;135;A
2937;Neuhausen am Rheinfall;2;depic_egl;0;A
2771;Oberwil (BL);2;depc_t;2338;A
2771;Oberwil (BL);2;depc_pat_cul;85;A
2771;Oberwil (BL);2;depc_cula;422;A
2771;Oberwil (BL);2;depc_med;693;A
2771;Oberwil (BL);2;depc_spo;1138;A
2771;Oberwil (BL);2;depc_egl;0;A
2771;Oberwil (BL);2;depic_t;148;A
2771;Oberwil (BL);2;depic_pat_cul;0;A
2771;Oberwil (BL);2;depic_cula;0;A
2771;Oberwil (BL);2;depic_med;104;A
2771;Oberwil (BL);2;depic_spo;44;A
2771;Oberwil (BL);2;depic_egl;0;A
4280;Oftringen;2;depc_t;745;A
4280;Oftringen;2;depc_pat_cul;106;A
4280;Oftringen;2;depc_cula;289;A
4280;Oftringen;2;depc_med;0;A
4280;Oftringen;2;depc_spo;350;A
4280;Oftringen;2;depc_egl;0;A
4280;Oftringen;2;depic_t;0;A
4280;Oftringen;2;depic_pat_cul;0;A
4280;Oftringen;2;depic_cula;0;A
4280;Oftringen;2;depic_med;0;A
4280;Oftringen;2;depic_spo;0;A
4280;Oftringen;2;depic_egl;0;A
5822;Payerne;2;depc_t;4064;A
5822;Payerne;2;depc_pat_cul;1184;A
5822;Payerne;2;depc_cula;374;A
5822;Payerne;2;depc_med;0;A
5822;Payerne;2;depc_spo;2507;A
5822;Payerne;2;depc_egl;0;A
5822;Payerne;2;depic_t;1596;A
5822;Payerne;2;depic_pat_cul;775;A
5822;Payerne;2;depic_cula;0;A
5822;Payerne;2;depic_med;0;A
5822;Payerne;2;depic_spo;822;A
5822;Payerne;2;depic_egl;0;A
177;Pfäffikon;2;depc_t;3100;A
177;Pfäffikon;2;depc_pat_cul;426;A
177;Pfäffikon;2;depc_cula;520;A
177;Pfäffikon;2;depc_med;0;A
177;Pfäffikon;2;depc_spo;2153;A
177;Pfäffikon;2;depc_egl;0;A
177;Pfäffikon;2;depic_t;7;A
177;Pfäffikon;2;depic_pat_cul;0;A
177;Pfäffikon;2;depic_cula;0;A
177;Pfäffikon;2;depic_med;0;A
177;Pfäffikon;2;depic_spo;7;A
177;Pfäffikon;2;depic_egl;0;A
6633;Plan-les-Ouates;2;depc_t;11649;A
6633;Plan-les-Ouates;2;depc_pat_cul;2;A
6633;Plan-les-Ouates;2;depc_cula;2859;A
6633;Plan-les-Ouates;2;depc_med;110;A
6633;Plan-les-Ouates;2;depc_spo;8672;A
6633;Plan-les-Ouates;2;depc_egl;6;A
6633;Plan-les-Ouates;2;depic_t;1174;A
6633;Plan-les-Ouates;2;depic_pat_cul;0;A
6633;Plan-les-Ouates;2;depic_cula;0;A
6633;Plan-les-Ouates;2;depic_med;0;A
6633;Plan-les-Ouates;2;depic_spo;1174;A
6633;Plan-les-Ouates;2;depic_egl;0;A
5589;Prilly;2;depc_t;5010;A
5589;Prilly;2;depc_pat_cul;;N
5589;Prilly;2;depc_cula;769;A
5589;Prilly;2;depc_med;41;A
5589;Prilly;2;depc_spo;3742;A
5589;Prilly;2;depc_egl;458;A
5589;Prilly;2;depic_t;29;A
5589;Prilly;2;depic_pat_cul;0;A
5589;Prilly;2;depic_cula;0;A
5589;Prilly;2;depic_med;0;A
5589;Prilly;2;depic_spo;29;A
5589;Prilly;2;depic_egl;0;A
4258;Rheinfelden;2;depc_t;7705;A
4258;Rheinfelden;2;depc_pat_cul;146;A
4258;Rheinfelden;2;depc_cula;1360;A
4258;Rheinfelden;2;depc_med;470;A
4258;Rheinfelden;2;depc_spo;5729;A
4258;Rheinfelden;2;depc_egl;0;A
4258;Rheinfelden;2;depic_t;3558;A
4258;Rheinfelden;2;depic_pat_cul;0;A
4258;Rheinfelden;2;depic_cula;0;A
4258;Rheinfelden;2;depic_med;0;A
4258;Rheinfelden;2;depic_spo;3558;A
4258;Rheinfelden;2;depic_egl;0;A
138;Richterswil;2;depc_t;1822;A
138;Richterswil;2;depc_pat_cul;7;A
138;Richterswil;2;depc_cula;326;A
138;Richterswil;2;depc_med;0;A
138;Richterswil;2;depc_spo;1489;A
138;Richterswil;2;depc_egl;0;A
138;Richterswil;2;depic_t;0;A
138;Richterswil;2;depic_pat_cul;0;A
138;Richterswil;2;depic_cula;0;A
138;Richterswil;2;depic_med;0;A
138;Richterswil;2;depic_spo;0;A
138;Richterswil;2;depic_egl;0;A
1707;Risch;2;depc_t;4273;A
1707;Risch;2;depc_pat_cul;0;A
1707;Risch;2;depc_cula;1049;A
1707;Risch;2;depc_med;0;A
1707;Risch;2;depc_spo;3225;A
1707;Risch;2;depc_egl;0;A
1707;Risch;2;depic_t;2591;A
1707;Risch;2;depic_pat_cul;0;A
1707;Risch;2;depic_cula;138;A
1707;Risch;2;depic_med;0;A
1707;Risch;2;depic_spo;2453;A
1707;Risch;2;depic_egl;0;A
4436;Romanshorn;2;depc_t;3350;A
4436;Romanshorn;2;depc_pat_cul;80;A
4436;Romanshorn;2;depc_cula;319;A
4436;Romanshorn;2;depc_med;57;A
4436;Romanshorn;2;depc_spo;2894;A
4436;Romanshorn;2;depc_egl;0;A
4436;Romanshorn;2;depic_t;653;A
4436;Romanshorn;2;depic_pat_cul;0;A
4436;Romanshorn;2;depic_cula;0;A
4436;Romanshorn;2;depic_med;0;A
4436;Romanshorn;2;depic_spo;653;A
4436;Romanshorn;2;depic_egl;0;A
118;Rüti (ZH);2;depc_t;1790;A
118;Rüti (ZH);2;depc_pat_cul;0;A
118;Rüti (ZH);2;depc_cula;959;A
118;Rüti (ZH);2;depc_med;0;A
118;Rüti (ZH);2;depc_spo;830;A
118;Rüti (ZH);2;depc_egl;0;A
118;Rüti (ZH);2;depic_t;13;A
118;Rüti (ZH);2;depic_pat_cul;0;A
118;Rüti (ZH);2;depic_cula;0;A
118;Rüti (ZH);2;depic_med;0;A
118;Rüti (ZH);2;depic_spo;13;A
118;Rüti (ZH);2;depic_egl;0;A
1407;Sarnen;2;depc_t;3171;A
1407;Sarnen;2;depc_pat_cul;205;A
1407;Sarnen;2;depc_cula;329;A
1407;Sarnen;2;depc_med;62;A
1407;Sarnen;2;depc_spo;2574;A
1407;Sarnen;2;depc_egl;1;A
1407;Sarnen;2;depic_t;8;A
1407;Sarnen;2;depic_pat_cul;0;A
1407;Sarnen;2;depic_cula;0;A
1407;Sarnen;2;depic_med;0;A
1407;Sarnen;2;depic_spo;8;A
1407;Sarnen;2;depic_egl;0;A
768;Spiez;2;depc_t;2286;A
768;Spiez;2;depc_pat_cul;0;A
768;Spiez;2;depc_cula;495;A
768;Spiez;2;depc_med;0;A
768;Spiez;2;depc_spo;1791;A
768;Spiez;2;depc_egl;0;A
768;Spiez;2;depic_t;0;A
768;Spiez;2;depic_pat_cul;0;A
768;Spiez;2;depic_cula;0;A
768;Spiez;2;depic_med;0;A
768;Spiez;2;depic_spo;0;A
768;Spiez;2;depic_egl;0;A
4040;Spreitenbach;2;depc_t;1060;A
4040;Spreitenbach;2;depc_pat_cul;0;A
4040;Spreitenbach;2;depc_cula;346;A
4040;Spreitenbach;2;depc_med;35;A
4040;Spreitenbach;2;depc_spo;679;A
4040;Spreitenbach;2;depc_egl;0;A
4040;Spreitenbach;2;depic_t;111;A
4040;Spreitenbach;2;depic_pat_cul;0;A
4040;Spreitenbach;2;depic_cula;0;A
4040;Spreitenbach;2;depic_med;0;A
4040;Spreitenbach;2;depic_spo;111;A
4040;Spreitenbach;2;depic_egl;0;A
158;Stäfa;2;depc_t;1700;A
158;Stäfa;2;depc_pat_cul;8;A
158;Stäfa;2;depc_cula;556;A
158;Stäfa;2;depc_med;0;A
158;Stäfa;2;depc_spo;1136;A
158;Stäfa;2;depc_egl;0;A
158;Stäfa;2;depic_t;45;A
158;Stäfa;2;depic_pat_cul;0;A
158;Stäfa;2;depic_cula;0;A
158;Stäfa;2;depic_med;0;A
158;Stäfa;2;depic_spo;45;A
158;Stäfa;2;depic_egl;0;A
1708;Steinhausen;2;depc_t;3492;A
1708;Steinhausen;2;depc_pat_cul;0;A
1708;Steinhausen;2;depc_cula;735;A
1708;Steinhausen;2;depc_med;0;A
1708;Steinhausen;2;depc_spo;2757;A
1708;Steinhausen;2;depc_egl;0;A
1708;Steinhausen;2;depic_t;2541;A
1708;Steinhausen;2;depic_pat_cul;0;A
1708;Steinhausen;2;depic_cula;0;A
1708;Steinhausen;2;depic_med;0;A
1708;Steinhausen;2;depic_spo;2541;A
1708;Steinhausen;2;depic_egl;0;A
4012;Suhr;2;depc_t;;M
4012;Suhr;2;depc_pat_cul;;M
4012;Suhr;2;depc_cula;;M
4012;Suhr;2;depc_med;;M
4012;Suhr;2;depc_spo;;M
4012;Suhr;2;depc_egl;;M
4012;Suhr;2;depic_t;;M
4012;Suhr;2;depic_pat_cul;;M
4012;Suhr;2;depic_cula;;M
4012;Suhr;2;depic_med;;M
4012;Suhr;2;depic_spo;;M
4012;Suhr;2;depic_egl;;M
1103;Sursee;2;depc_t;2471;A
1103;Sursee;2;depc_pat_cul;74;A
1103;Sursee;2;depc_cula;907;A
1103;Sursee;2;depc_med;6;A
1103;Sursee;2;depc_spo;1483;A
1103;Sursee;2;depc_egl;0;A
1103;Sursee;2;depic_t;150;A
1103;Sursee;2;depic_pat_cul;0;A
1103;Sursee;2;depic_cula;40;A
1103;Sursee;2;depic_med;0;A
1103;Sursee;2;depic_spo;110;A
1103;Sursee;2;depic_egl;0;A
6640;Thônex;2;depc_t;7472;A
6640;Thônex;2;depc_pat_cul;0;A
6640;Thônex;2;depc_cula;791;A
6640;Thônex;2;depc_med;125;A
6640;Thônex;2;depc_spo;6555;A
6640;Thônex;2;depc_egl;0;A
6640;Thônex;2;depic_t;783;A
6640;Thônex;2;depic_pat_cul;0;A
6640;Thônex;2;depic_cula;0;A
6640;Thônex;2;depic_med;0;A
6640;Thônex;2;depic_spo;783;A
6640;Thônex;2;depic_egl;0;A
3408;Uzwil;2;depc_t;2967;A
3408;Uzwil;2;depc_pat_cul;71;A
3408;Uzwil;2;depc_cula;963;A
3408;Uzwil;2;depc_med;0;A
3408;Uzwil;2;depc_spo;1933;A
3408;Uzwil;2;depc_egl;0;A
3408;Uzwil;2;depic_t;53;A
3408;Uzwil;2;depic_pat_cul;0;A
3408;Uzwil;2;depic_cula;0;A
3408;Uzwil;2;depic_med;0;A
3408;Uzwil;2;depic_spo;53;A
3408;Uzwil;2;depic_egl;0;A
6644;Versoix;2;depc_t;7636;A
6644;Versoix;2;depc_pat_cul;524;A
6644;Versoix;2;depc_cula;1662;A
6644;Versoix;2;depc_med;82;A
6644;Versoix;2;depc_spo;5368;A
6644;Versoix;2;depc_egl;0;A
6644;Versoix;2;depic_t;1677;A
6644;Versoix;2;depic_pat_cul;0;A
6644;Versoix;2;depic_cula;0;A
6644;Versoix;2;depic_med;0;A
6644;Versoix;2;depic_spo;1677;A
6644;Versoix;2;depic_egl;0;A
2228;Villars-sur-Glâne;2;depc_t;3427;A
2228;Villars-sur-Glâne;2;depc_pat_cul;0;A
2228;Villars-sur-Glâne;2;depc_cula;2096;A
2228;Villars-sur-Glâne;2;depc_med;0;A
2228;Villars-sur-Glâne;2;depc_spo;1331;A
2228;Villars-sur-Glâne;2;depc_egl;0;A
2228;Villars-sur-Glâne;2;depic_t;24;A
2228;Villars-sur-Glâne;2;depic_pat_cul;0;A
2228;Villars-sur-Glâne;2;depic_cula;0;A
2228;Villars-sur-Glâne;2;depic_med;0;A
2228;Villars-sur-Glâne;2;depic_spo;24;A
2228;Villars-sur-Glâne;2;depic_egl;0;A
4946;Weinfelden;2;depc_t;4721;A
4946;Weinfelden;2;depc_pat_cul;15;A
4946;Weinfelden;2;depc_cula;815;A
4946;Weinfelden;2;depc_med;0;A
4946;Weinfelden;2;depc_spo;3891;A
4946;Weinfelden;2;depc_egl;0;A
4946;Weinfelden;2;depic_t;772;A
4946;Weinfelden;2;depic_pat_cul;0;A
4946;Weinfelden;2;depic_cula;0;A
4946;Weinfelden;2;depic_med;0;A
4946;Weinfelden;2;depic_spo;772;A
4946;Weinfelden;2;depic_egl;0;A
627;Worb;2;depc_t;4205;A
627;Worb;2;depc_pat_cul;;N
627;Worb;2;depc_cula;507;A
627;Worb;2;depc_med;99;A
627;Worb;2;depc_spo;3599;A
627;Worb;2;depc_egl;0;A
627;Worb;2;depic_t;2343;A
627;Worb;2;depic_pat_cul;0;A
627;Worb;2;depic_cula;0;A
627;Worb;2;depic_med;0;A
627;Worb;2;depic_spo;2343;A
627;Worb;2;depic_egl;0;A
4289;Zofingen;2;depc_t;4054;A
4289;Zofingen;2;depc_pat_cul;35;A
4289;Zofingen;2;depc_cula;1896;A
4289;Zofingen;2;depc_med;0;A
4289;Zofingen;2;depc_spo;2123;A
4289;Zofingen;2;depc_egl;0;A
4289;Zofingen;2;depic_t;138;A
4289;Zofingen;2;depic_pat_cul;0;A
4289;Zofingen;2;depic_cula;0;A
4289;Zofingen;2;depic_med;0;A
4289;Zofingen;2;depic_spo;138;A
4289;Zofingen;2;depic_egl;0;A
361;Zollikofen;2;depc_t;2900;A
361;Zollikofen;2;depc_pat_cul;;N
361;Zollikofen;2;depc_cula;907;A
361;Zollikofen;2;depc_med;797;A
361;Zollikofen;2;depc_spo;1197;A
361;Zollikofen;2;depc_egl;0;A
361;Zollikofen;2;depic_t;1162;A
361;Zollikofen;2;depic_pat_cul;0;A
361;Zollikofen;2;depic_cula;344;A
361;Zollikofen;2;depic_med;0;A
361;Zollikofen;2;depic_spo;818;A
361;Zollikofen;2;depic_egl;0;A
161;Zollikon;2;depc_t;7797;A
161;Zollikon;2;depc_pat_cul;215;A
161;Zollikon;2;depc_cula;553;A
161;Zollikon;2;depc_med;0;A
161;Zollikon;2;depc_spo;7029;A
161;Zollikon;2;depc_egl;0;A
161;Zollikon;2;depic_t;1194;A
161;Zollikon;2;depic_pat_cul;0;A
161;Zollikon;2;depic_cula;0;A
161;Zollikon;2;depic_med;0;A
161;Zollikon;2;depic_spo;1194;A
161;Zollikon;2;depic_egl;0;A
1201;Altdorf (UR);1;depc_t;2236;A
1201;Altdorf (UR);1;depc_pat_cul;59;A
1201;Altdorf (UR);1;depc_cula;1469;A
1201;Altdorf (UR);1;depc_med;6;A
1201;Altdorf (UR);1;depc_spo;703;A
1201;Altdorf (UR);1;depc_egl;0;A
1201;Altdorf (UR);1;depic_t;543;A
1201;Altdorf (UR);1;depic_pat_cul;0;A
1201;Altdorf (UR);1;depic_cula;493;A
1201;Altdorf (UR);1;depic_med;0;A
1201;Altdorf (UR);1;depic_spo;51;A
1201;Altdorf (UR);1;depic_egl;0;A
3101;Appenzell;1;depc_t;1706;A
3101;Appenzell;1;depc_pat_cul;6;A
3101;Appenzell;1;depc_cula;57;A
3101;Appenzell;1;depc_med;0;A
3101;Appenzell;1;depc_spo;1643;A
3101;Appenzell;1;depc_egl;0;A
3101;Appenzell;1;depic_t;1075;A
3101;Appenzell;1;depic_pat_cul;0;A
3101;Appenzell;1;depic_cula;0;A
3101;Appenzell;1;depic_med;0;A
3101;Appenzell;1;depic_spo;1075;A
3101;Appenzell;1;depic_egl;0;A
2763;Arlesheim;1;depc_t;3023;A
2763;Arlesheim;1;depc_pat_cul;111;A
2763;Arlesheim;1;depc_cula;1086;A
2763;Arlesheim;1;depc_med;0;A
2763;Arlesheim;1;depc_spo;1826;A
2763;Arlesheim;1;depc_egl;0;A
2763;Arlesheim;1;depic_t;261;A
2763;Arlesheim;1;depic_pat_cul;0;A
2763;Arlesheim;1;depic_cula;254;A
2763;Arlesheim;1;depic_med;0;A
2763;Arlesheim;1;depic_spo;7;A
2763;Arlesheim;1;depic_egl;0;A
3921;Arosa;1;depc_t;1370;A
3921;Arosa;1;depc_pat_cul;109;A
3921;Arosa;1;depc_cula;193;A
3921;Arosa;1;depc_med;;N
3921;Arosa;1;depc_spo;1068;A
3921;Arosa;1;depc_egl;0;A
3921;Arosa;1;depic_t;159;A
3921;Arosa;1;depic_pat_cul;102;A
3921;Arosa;1;depic_cula;0;A
3921;Arosa;1;depic_med;;N
3921;Arosa;1;depic_spo;57;A
3921;Arosa;1;depic_egl;0;A
5624;Bussigny;1;depc_t;3805;A
5624;Bussigny;1;depc_pat_cul;0;A
5624;Bussigny;1;depc_cula;995;A
5624;Bussigny;1;depc_med;1169;A
5624;Bussigny;1;depc_spo;1459;A
5624;Bussigny;1;depc_egl;182;A
5624;Bussigny;1;depic_t;701;A
5624;Bussigny;1;depic_pat_cul;0;A
5624;Bussigny;1;depic_cula;0;A
5624;Bussigny;1;depic_med;562;A
5624;Bussigny;1;depic_spo;88;A
5624;Bussigny;1;depic_egl;51;A
5250;Chiasso;1;depc_t;7305;A
5250;Chiasso;1;depc_pat_cul;1067;A
5250;Chiasso;1;depc_cula;1728;A
5250;Chiasso;1;depc_med;0;A
5250;Chiasso;1;depc_spo;4489;A
5250;Chiasso;1;depc_egl;20;A
5250;Chiasso;1;depic_t;525;A
5250;Chiasso;1;depic_pat_cul;36;A
5250;Chiasso;1;depic_cula;55;A
5250;Chiasso;1;depic_med;0;A
5250;Chiasso;1;depic_spo;434;A
5250;Chiasso;1;depic_egl;0;A
5583;Crissier;1;depc_t;1666;A
5583;Crissier;1;depc_pat_cul;19;A
5583;Crissier;1;depc_cula;548;A
5583;Crissier;1;depc_med;0;A
5583;Crissier;1;depc_spo;950;A
5583;Crissier;1;depc_egl;149;A
5583;Crissier;1;depic_t;11;A
5583;Crissier;1;depic_pat_cul;0;A
5583;Crissier;1;depic_cula;0;A
5583;Crissier;1;depic_med;0;A
5583;Crissier;1;depic_spo;11;A
5583;Crissier;1;depic_egl;0;A
581;Interlaken;1;depc_t;1424;A
581;Interlaken;1;depc_pat_cul;40;A
581;Interlaken;1;depc_cula;342;A
581;Interlaken;1;depc_med;0;A
581;Interlaken;1;depc_spo;1043;A
581;Interlaken;1;depc_egl;0;A
581;Interlaken;1;depic_t;120;A
581;Interlaken;1;depic_pat_cul;0;A
581;Interlaken;1;depic_cula;100;A
581;Interlaken;1;depic_med;0;A
581;Interlaken;1;depic_spo;20;A
581;Interlaken;1;depic_egl;0;A
723;La Neuveville;1;depc_t;1406;A
723;La Neuveville;1;depc_pat_cul;78;A
723;La Neuveville;1;depc_cula;220;A
723;La Neuveville;1;depc_med;461;A
723;La Neuveville;1;depc_spo;646;A
723;La Neuveville;1;depc_egl;0;A
723;La Neuveville;1;depic_t;0;A
723;La Neuveville;1;depic_pat_cul;0;A
723;La Neuveville;1;depic_cula;0;A
723;La Neuveville;1;depic_med;0;A
723;La Neuveville;1;depic_spo;0;A
723;La Neuveville;1;depic_egl;0;A
700;Moutier;1;depc_t;2040;A
700;Moutier;1;depc_pat_cul;258;A
700;Moutier;1;depc_cula;188;A
700;Moutier;1;depc_med;0;A
700;Moutier;1;depc_spo;1595;A
700;Moutier;1;depc_egl;0;A
700;Moutier;1;depic_t;33;A
700;Moutier;1;depic_pat_cul;0;A
700;Moutier;1;depic_cula;0;A
700;Moutier;1;depic_med;0;A
700;Moutier;1;depic_spo;33;A
700;Moutier;1;depic_egl;0;A
