GEONAME;VARIABLE;VALUE
Onex;depic_pat_cul;0.0
Onex;depic_cula;0.0
Onex;depic_med;0.0
Onex;depic_spo;3209.0
Onex;depic_egl;0.0
Ostermundigen;depc_t;2189.0
Ostermundigen;depc_pat_cul;0.0
Ostermundigen;depc_cula;843.0
Ostermundigen;depc_med;31.0
Ostermundigen;depc_spo;1315.0
Ostermundigen;depc_egl;0.0
Ostermundigen;depic_t;1.0
Ostermundigen;depic_pat_cul;0.0
Ostermundigen;depic_cula;1.0
Ostermundigen;depic_med;0.0
Ostermundigen;depic_spo;0.0
Ostermundigen;depic_egl;0.0
Pratteln;depc_t;4799.0
Pratteln;depc_pat_cul;2.0
Pratteln;depc_cula;352.0
Pratteln;depc_med;1374.0
Pratteln;depc_spo;3071.0
Pratteln;depc_egl;0.0
Pratteln;depic_t;397.0
Pratteln;depic_pat_cul;0.0
Pratteln;depic_cula;0.0
Pratteln;depic_med;170.0
Pratteln;depic_spo;227.0
Pratteln;depic_egl;0.0
Pully;depc_t;10550.0
Pully;depc_pat_cul;1297.0
Pully;depc_cula;3293.0
Pully;depc_med;0.0
Pully;depc_spo;5655.0
Pully;depc_egl;305.0
Pully;depic_t;626.0
Pully;depic_pat_cul;0.0
Pully;depic_cula;50.0
Pully;depic_med;0.0
Pully;depic_spo;576.0
Pully;depic_egl;0.0
Regensdorf;depc_t;2218.0
Regensdorf;depc_pat_cul;0.0
Regensdorf;depc_cula;498.0
Regensdorf;depc_med;216.0
Regensdorf;depc_spo;1505.0
Regensdorf;depc_egl;0.0
Regensdorf;depic_t;0.0
Regensdorf;depic_pat_cul;0.0
Regensdorf;depic_cula;0.0
Regensdorf;depic_med;0.0
Regensdorf;depic_spo;0.0
Regensdorf;depic_egl;0.0
Reinach (BL);depc_t;12677.0
Reinach (BL);depc_pat_cul;77.0
Reinach (BL);depc_cula;708.0
Reinach (BL);depc_med;1468.0
Reinach (BL);depc_spo;10424.0
Reinach (BL);depc_egl;0.0
Reinach (BL);depic_t;9234.0
Reinach (BL);depic_pat_cul;0.0
Reinach (BL);depic_cula;0.0
Reinach (BL);depic_med;42.0
Reinach (BL);depic_spo;9192.0
Reinach (BL);depic_egl;0.0
Schlieren;depc_t;2648.0
Schlieren;depc_pat_cul;37.0
Schlieren;depc_cula;607.0
Schlieren;depc_med;0.0
Schlieren;depc_spo;2004.0
Schlieren;depc_egl;0.0
Schlieren;depic_t;59.0
Schlieren;depic_pat_cul;0.0
Schlieren;depic_cula;0.0
Schlieren;depic_med;0.0
Schlieren;depic_spo;59.0
Schlieren;depic_egl;0.0
Schwyz;depc_t;1720.0
Schwyz;depc_pat_cul;0.0
Schwyz;depc_cula;451.0
Schwyz;depc_med;0.0
Schwyz;depc_spo;1269.0
Schwyz;depc_egl;0.0
Schwyz;depic_t;0.0
Schwyz;depic_pat_cul;0.0
Schwyz;depic_cula;0.0
Schwyz;depic_med;0.0
Schwyz;depic_spo;0.0
Schwyz;depic_egl;0.0
Sierre;depc_t;11925.0
Sierre;depc_pat_cul;130.0
Sierre;depc_cula;2933.0
Sierre;depc_med;29.0
Sierre;depc_spo;7838.0
Sierre;depc_egl;995.0
Sierre;depic_t;3644.0
Sierre;depic_pat_cul;0.0
Sierre;depic_cula;118.0
Sierre;depic_med;0.0
Sierre;depic_spo;3526.0
Sierre;depic_egl;0.0
Solothurn;depc_t;18571.0
Solothurn;depc_pat_cul;4635.0
Solothurn;depc_cula;5840.0
Solothurn;depc_med;210.0
Solothurn;depc_spo;7886.0
Solothurn;depc_egl;0.0
Solothurn;depic_t;2826.0
Solothurn;depic_pat_cul;318.0
Solothurn;depic_cula;256.0
Solothurn;depic_med;0.0
Solothurn;depic_spo;2252.0
Solothurn;depic_egl;0.0
Steffisburg;depc_t;2149.0
Steffisburg;depc_pat_cul;155.0
Steffisburg;depc_cula;571.0
Steffisburg;depc_med;88.0
Steffisburg;depc_spo;1325.0
Steffisburg;depc_egl;10.0
Steffisburg;depic_t;747.0
Steffisburg;depic_pat_cul;0.0
Steffisburg;depic_cula;0.0
Steffisburg;depic_med;0.0
Steffisburg;depic_spo;747.0
Steffisburg;depic_egl;0.0
Thalwil;depc_t;8191.0
Thalwil;depc_pat_cul;33.0
Thalwil;depc_cula;590.0
Thalwil;depc_med;2.0
Thalwil;depc_spo;7560.0
Thalwil;depc_egl;5.0
Thalwil;depic_t;5291.0
Thalwil;depic_pat_cul;0.0
Thalwil;depic_cula;0.0
Thalwil;depic_med;0.0
Thalwil;depic_spo;5291.0
Thalwil;depic_egl;0.0
Vevey;depc_t;17010.0
Vevey;depc_pat_cul;4236.0
Vevey;depc_cula;4566.0
Vevey;depc_med;7.0
Vevey;depc_spo;7681.0
Vevey;depc_egl;520.0
Vevey;depic_t;1716.0
Vevey;depic_pat_cul;354.0
Vevey;depic_cula;238.0
Vevey;depic_med;0.0
Vevey;depic_spo;1123.0
Vevey;depic_egl;0.0
Volketswil;depc_t;7677.0
Volketswil;depc_pat_cul;24.0
Volketswil;depc_cula;638.0
Volketswil;depc_med;1735.0
Volketswil;depc_spo;5280.0
Volketswil;depc_egl;0.0
Volketswil;depic_t;3574.0
Volketswil;depic_pat_cul;0.0
Volketswil;depic_cula;0.0
Volketswil;depic_med;166.0
Volketswil;depic_spo;3408.0
Volketswil;depic_egl;0.0
Wallisellen;depc_t;5125.0
Wallisellen;depc_pat_cul;7.0
Wallisellen;depc_cula;1663.0
Wallisellen;depc_med;0.0
Wallisellen;depc_spo;3455.0
Wallisellen;depc_egl;0.0
Wallisellen;depic_t;1822.0
Wallisellen;depic_pat_cul;0.0
Wallisellen;depic_cula;0.0
Wallisellen;depic_med;0.0
Wallisellen;depic_spo;1822.0
Wallisellen;depic_egl;0.0
Wohlen (AG);depc_t;14547.0
Wohlen (AG);depc_pat_cul;178.0
Wohlen (AG);depc_cula;726.0
Wohlen (AG);depc_med;0.0
Wohlen (AG);depc_spo;13643.0
Wohlen (AG);depc_egl;0.0
Wohlen (AG);depic_t;12215.0
Wohlen (AG);depic_pat_cul;0.0
Wohlen (AG);depic_cula;0.0
Wohlen (AG);depic_med;0.0
Wohlen (AG);depic_spo;12215.0
Wohlen (AG);depic_egl;0.0
Aesch (BL);depc_t;3757.0
Aesch (BL);depc_pat_cul;0.0
Aesch (BL);depc_cula;386.0
Aesch (BL);depc_med;622.0
Aesch (BL);depc_spo;2749.0
Aesch (BL);depc_egl;0.0
Aesch (BL);depic_t;731.0
Aesch (BL);depic_pat_cul;0.0
Aesch (BL);depic_cula;0.0
Aesch (BL);depic_med;75.0
Aesch (BL);depic_spo;655.0
Aesch (BL);depic_egl;0.0
Affoltern am Albis;depc_t;2059.0
Affoltern am Albis;depc_pat_cul;0.0
Affoltern am Albis;depc_cula;855.0
Affoltern am Albis;depc_med;0.0
Affoltern am Albis;depc_spo;1204.0
Affoltern am Albis;depc_egl;0.0
Affoltern am Albis;depic_t;574.0
Affoltern am Albis;depic_pat_cul;0.0
Affoltern am Albis;depic_cula;0.0
Affoltern am Albis;depic_med;0.0
Affoltern am Albis;depic_spo;574.0
Affoltern am Albis;depic_egl;0.0
Aigle;depc_t;2009.0
Aigle;depc_pat_cul;62.0
Aigle;depc_cula;818.0
Aigle;depc_med;30.0
Aigle;depc_spo;1098.0
Aigle;depc_egl;0.0
Aigle;depic_t;30.0
Aigle;depic_pat_cul;0.0
Aigle;depic_cula;0.0
Aigle;depic_med;0.0
Aigle;depic_spo;30.0
Aigle;depic_egl;0.0
Altstätten;depc_t;6437.0
Altstätten;depc_pat_cul;72.0
Altstätten;depc_cula;441.0
Altstätten;depc_med;0.0
Altstätten;depc_spo;5925.0
Altstätten;depc_egl;0.0
Altstätten;depic_t;4500.0
Altstätten;depic_pat_cul;0.0
Altstätten;depic_cula;0.0
Altstätten;depic_med;0.0
Altstätten;depic_spo;4500.0
Altstätten;depic_egl;0.0
Amriswil;depc_t;7973.0
Amriswil;depc_pat_cul;61.0
Amriswil;depc_cula;1030.0
Amriswil;depc_med;0.0
Amriswil;depc_spo;6883.0
Amriswil;depc_egl;0.0
Amriswil;depic_t;5177.0
Amriswil;depic_pat_cul;0.0
Amriswil;depic_cula;0.0
Amriswil;depic_med;0.0
Amriswil;depic_spo;5177.0
Amriswil;depic_egl;0.0
Arbon;depc_t;6548.0
Arbon;depc_pat_cul;1776.0
Arbon;depc_cula;209.0
Arbon;depc_med;8.0
Arbon;depc_spo;4555.0
Arbon;depc_egl;0.0
Arbon;depic_t;2286.0
Arbon;depic_pat_cul;1347.0
Arbon;depic_cula;0.0
Arbon;depic_med;0.0
Arbon;depic_spo;938.0
Arbon;depic_egl;0.0
Arth;depc_t;714.0
Arth;depc_pat_cul;0.0
Arth;depc_cula;104.0
Arth;depc_med;0.0
Arth;depc_spo;610.0
Arth;depc_egl;0.0
Arth;depic_t;102.0
Arth;depic_pat_cul;0.0
Arth;depic_cula;0.0
Arth;depic_med;0.0
Arth;depic_spo;102.0
Arth;depic_egl;0.0
Bassersdorf;depc_t;1506.0
Bassersdorf;depc_pat_cul;13.0
Bassersdorf;depc_cula;984.0
Bassersdorf;depc_med;0.0
Bassersdorf;depc_spo;508.0
Bassersdorf;depc_egl;0.0
Bassersdorf;depic_t;0.0
Bassersdorf;depic_pat_cul;0.0
Bassersdorf;depic_cula;0.0
Bassersdorf;depic_med;0.0
Bassersdorf;depic_spo;0.0
Bassersdorf;depic_egl;0.0
Belp;depc_t;1506.0
Belp;depc_pat_cul;76.0
Belp;depc_cula;555.0
Belp;depc_med;40.0
Belp;depc_spo;834.0
Belp;depc_egl;0.0
Belp;depic_t;8.0
Belp;depic_pat_cul;0.0
Belp;depic_cula;0.0
Belp;depic_med;0.0
Belp;depic_spo;8.0
Belp;depic_egl;0.0
Birsfelden;depc_t;3399.0
Birsfelden;depc_pat_cul;138.0
Birsfelden;depc_cula;138.0
Birsfelden;depc_med;399.0
Birsfelden;depc_spo;2724.0
Birsfelden;depc_egl;0.0
Birsfelden;depic_t;828.0
Birsfelden;depic_pat_cul;0.0
Birsfelden;depic_cula;0.0
Birsfelden;depic_med;41.0
Birsfelden;depic_spo;787.0
Birsfelden;depic_egl;0.0
Brig-Glis;depc_t;5931.0
Brig-Glis;depc_pat_cul;84.0
Brig-Glis;depc_cula;1911.0
Brig-Glis;depc_med;0.0
Brig-Glis;depc_spo;2573.0
Brig-Glis;depc_egl;1363.0
Brig-Glis;depic_t;413.0
Brig-Glis;depic_pat_cul;0.0
Brig-Glis;depic_cula;170.0
Brig-Glis;depic_med;0.0
Brig-Glis;depic_spo;243.0
Brig-Glis;depic_egl;0.0
Brugg;depc_t;3656.0
Brugg;depc_pat_cul;152.0
Brugg;depc_cula;781.0
Brugg;depc_med;0.0
Brugg;depc_spo;2722.0
Brugg;depc_egl;0.0
Brugg;depic_t;426.0
Brugg;depic_pat_cul;0.0
Brugg;depic_cula;0.0
Brugg;depic_med;0.0
Brugg;depic_spo;426.0
Brugg;depic_egl;0.0
Buchs (SG);depc_t;2789.0
Buchs (SG);depc_cula;604.0
Buchs (SG);depc_med;0.0
Buchs (SG);depc_spo;2184.0
Buchs (SG);depc_egl;0.0
Buchs (SG);depic_t;566.0
Buchs (SG);depic_pat_cul;0.0
Buchs (SG);depic_cula;0.0
Buchs (SG);depic_med;0.0
Buchs (SG);depic_spo;566.0
Buchs (SG);depic_egl;0.0
Chêne-Bougeries;depc_t;5128.0
Chêne-Bougeries;depc_pat_cul;0.0
Chêne-Bougeries;depc_cula;838.0
Chêne-Bougeries;depc_med;0.0
Chêne-Bougeries;depc_spo;4290.0
Chêne-Bougeries;depc_egl;0.0
Chêne-Bougeries;depic_t;131.0
Chêne-Bougeries;depic_pat_cul;0.0
Chêne-Bougeries;depic_cula;0.0
Chêne-Bougeries;depic_med;0.0
Chêne-Bougeries;depic_spo;131.0
Chêne-Bougeries;depic_egl;0.0
Davos;depc_t;12697.0
Davos;depc_pat_cul;136.0
Davos;depc_cula;723.0
Davos;depc_med;0.0
Davos;depc_spo;11837.0
Davos;depc_egl;0.0
Davos;depic_t;7652.0
Davos;depic_pat_cul;0.0
Davos;depic_cula;0.0
Davos;depic_med;0.0
Davos;depic_spo;7652.0
Davos;depic_egl;0.0
Delémont;depc_t;5439.0
Delémont;depc_pat_cul;352.0
Delémont;depc_cula;1683.0
Delémont;depc_med;5.0
Delémont;depc_spo;3399.0
Delémont;depc_egl;0.0
Delémont;depic_t;234.0
Delémont;depic_pat_cul;0.0
Delémont;depic_cula;0.0
Delémont;depic_med;0.0
Delémont;depic_spo;234.0
Delémont;depic_egl;0.0
Ebikon;depc_t;1109.0
Ebikon;depc_pat_cul;0.0
Ebikon;depc_cula;392.0
Ebikon;depc_med;0.0
Ebikon;depc_spo;677.0
Ebikon;depc_egl;40.0
Ebikon;depic_t;103.0
Ebikon;depic_pat_cul;0.0
Ebikon;depic_cula;0.0
Ebikon;depic_med;0.0
Ebikon;depic_spo;103.0
Ebikon;depic_egl;0.0
Ecublens (VD);depc_t;4018.0
Ecublens (VD);depc_pat_cul;2.0
Ecublens (VD);depc_cula;1381.0
Ecublens (VD);depc_med;44.0
Ecublens (VD);depc_spo;2425.0
Ecublens (VD);depc_egl;165.0
Ecublens (VD);depic_t;412.0
Ecublens (VD);depic_pat_cul;0.0
Ecublens (VD);depic_cula;0.0
Ecublens (VD);depic_med;0.0
Ecublens (VD);depic_spo;412.0
Ecublens (VD);depic_egl;0.0
Flawil;depc_t;1878.0
Flawil;depc_pat_cul;5.0
Flawil;depc_cula;669.0
Flawil;depc_med;123.0
Flawil;depc_spo;1080.0
Flawil;depc_egl;0.0
Flawil;depic_t;37.0
Flawil;depic_pat_cul;0.0
Flawil;depic_cula;37.0
Flawil;depic_med;0.0
Flawil;depic_spo;0.0
Flawil;depic_egl;0.0
Gland;depc_t;4766.0
Gland;depc_pat_cul;0.0
Gland;depc_cula;1815.0
Gland;depc_med;130.0
Gland;depc_spo;2752.0
Gland;depc_egl;69.0
Gland;depic_t;1724.0
Gland;depic_pat_cul;0.0
Gland;depic_cula;60.0
Gland;depic_med;130.0
Gland;depic_spo;1534.0
Gland;depic_egl;0.0
Glarus;depc_t;3232.0
Glarus;depc_pat_cul;128.0
Glarus;depc_cula;273.0
Glarus;depc_med;0.0
Glarus;depc_spo;2796.0
Glarus;depc_egl;34.0
Glarus;depic_t;991.0
Glarus;depic_pat_cul;43.0
Glarus;depic_cula;18.0
Glarus;depic_med;0.0
Glarus;depic_spo;930.0
Glarus;depic_egl;0.0
Hinwil;depc_t;1601.0
Hinwil;depc_pat_cul;51.0
Hinwil;depc_cula;484.0
Hinwil;depc_med;93.0
Hinwil;depc_spo;973.0
Hinwil;depc_egl;0.0
Hinwil;depic_t;328.0
Hinwil;depic_pat_cul;0.0
Hinwil;depic_cula;0.0
Hinwil;depic_med;0.0
Hinwil;depic_spo;328.0
Hinwil;depic_egl;0.0
Horw;depc_t;2581.0
Horw;depc_pat_cul;0.0
Horw;depc_cula;697.0
Horw;depc_med;395.0
Horw;depc_spo;1488.0
Horw;depc_egl;0.0
Horw;depic_t;0.0
Horw;depic_pat_cul;0.0
Horw;depic_cula;0.0
Horw;depic_med;0.0
Horw;depic_spo;0.0
Horw;depic_egl;0.0
Ittigen;depc_t;1006.0
Ittigen;depc_pat_cul;0.0
Ittigen;depc_cula;642.0
Ittigen;depc_med;10.0
Ittigen;depc_spo;354.0
Ittigen;depc_egl;0.0
Ittigen;depic_t;0.0
Ittigen;depic_pat_cul;0.0
Ittigen;depic_cula;0.0
Ittigen;depic_med;0.0
Ittigen;depic_spo;0.0
Ittigen;depic_egl;0.0
Küsnacht (ZH);depc_t;5997.0
Küsnacht (ZH);depc_pat_cul;85.0
Küsnacht (ZH);depc_cula;1140.0
Küsnacht (ZH);depc_med;237.0
Küsnacht (ZH);depc_spo;4535.0
Küsnacht (ZH);depc_egl;0.0
Küsnacht (ZH);depic_t;516.0
Küsnacht (ZH);depic_pat_cul;0.0
Küsnacht (ZH);depic_cula;391.0
Küsnacht (ZH);depic_med;0.0
Küsnacht (ZH);depic_spo;125.0
Küsnacht (ZH);depic_egl;0.0
La Tour-de-Peilz;depc_t;5790.0
La Tour-de-Peilz;depc_pat_cul;697.0
La Tour-de-Peilz;depc_cula;1677.0
La Tour-de-Peilz;depc_med;16.0
La Tour-de-Peilz;depc_spo;3034.0
La Tour-de-Peilz;depc_egl;367.0
La Tour-de-Peilz;depic_t;503.0
La Tour-de-Peilz;depic_pat_cul;0.0
La Tour-de-Peilz;depic_cula;0.0
La Tour-de-Peilz;depic_med;0.0
La Tour-de-Peilz;depic_spo;214.0
La Tour-de-Peilz;depic_egl;290.0
Le Grand-Saconnex;depc_t;5170.0
Le Grand-Saconnex;depc_pat_cul;0.0
Le Grand-Saconnex;depc_cula;484.0
Le Grand-Saconnex;depc_med;0.0
Le Grand-Saconnex;depc_spo;4686.0
Le Grand-Saconnex;depc_egl;0.0
Le Grand-Saconnex;depic_t;256.0
Le Grand-Saconnex;depic_pat_cul;0.0
Le Grand-Saconnex;depic_cula;0.0
Le Grand-Saconnex;depic_med;0.0
Le Grand-Saconnex;depic_spo;256.0
Le Grand-Saconnex;depic_egl;0.0
Le Locle;depc_t;8204.0
Le Locle;depc_pat_cul;2496.0
Le Locle;depc_cula;1639.0
Le Locle;depc_med;0.0
Le Locle;depc_spo;3965.0
Le Locle;depc_egl;105.0
Le Locle;depic_t;1545.0
Le Locle;depic_pat_cul;2.0
Le Locle;depic_cula;0.0
Le Locle;depic_med;0.0
Le Locle;depic_spo;1544.0
Le Locle;depic_egl;0.0
Lenzburg;depc_t;3274.0
Lenzburg;depc_pat_cul;554.0
Lenzburg;depc_cula;584.0
Lenzburg;depc_med;0.0
Lenzburg;depc_spo;2136.0
Lenzburg;depc_egl;0.0
Lenzburg;depic_t;364.0
Lenzburg;depic_pat_cul;0.0
Lenzburg;depic_cula;0.0
Lenzburg;depic_med;0.0
Lenzburg;depic_spo;364.0
Lenzburg;depic_egl;0.0
Liestal;depc_t;3502.0
Liestal;depc_pat_cul;480.0
Liestal;depc_cula;620.0
Liestal;depc_med;69.0
Liestal;depc_spo;2334.0
Liestal;depc_egl;0.0
Liestal;depic_t;314.0
Liestal;depic_pat_cul;307.0
Liestal;depic_cula;0.0
Liestal;depic_med;0.0
Liestal;depic_spo;7.0
Liestal;depic_egl;0.0
Männedorf;depc_t;3219.0
Männedorf;depc_pat_cul;103.0
Männedorf;depc_cula;558.0
Männedorf;depc_med;0.0
Männedorf;depc_spo;2558.0
Männedorf;depc_egl;0.0
Männedorf;depic_t;142.0
Männedorf;depic_pat_cul;0.0
Männedorf;depic_cula;0.0
Männedorf;depic_med;0.0
Männedorf;depic_spo;142.0
Männedorf;depic_egl;0.0
Meilen;depc_t;4858.0
Meilen;depc_pat_cul;93.0
Meilen;depc_cula;795.0
Meilen;depc_med;0.0
Meilen;depc_spo;3971.0
Meilen;depc_egl;0.0
Meilen;depic_t;209.0
Meilen;depic_pat_cul;0.0
Meilen;depic_cula;0.0
Meilen;depic_med;0.0
Meilen;depic_spo;209.0
Meilen;depic_egl;0.0
Mendrisio;depc_t;12478.0
Mendrisio;depc_pat_cul;1481.0
Mendrisio;depc_cula;6545.0
Mendrisio;depc_med;0.0
Mendrisio;depc_spo;4272.0
Mendrisio;depc_egl;181.0
Mendrisio;depic_t;6116.0
Mendrisio;depic_pat_cul;167.0
Mendrisio;depic_cula;5577.0
Mendrisio;depic_med;0.0
Mendrisio;depic_spo;371.0
Mendrisio;depic_egl;0.0
Möhlin;depc_t;1709.0
Möhlin;depc_pat_cul;0.0
Möhlin;depc_cula;395.0
Möhlin;depc_med;0.0
Möhlin;depc_spo;1314.0
Möhlin;depc_egl;0.0
Möhlin;depic_t;0.0
Möhlin;depic_pat_cul;0.0
Möhlin;depic_cula;0.0
Möhlin;depic_med;0.0
Möhlin;depic_spo;0.0
Möhlin;depic_egl;0.0
Münchenbuchsee;depc_t;2154.0
Münchenbuchsee;depc_pat_cul;0.0
Münchenbuchsee;depc_cula;459.0
Münchenbuchsee;depc_med;23.0
Münchenbuchsee;depc_spo;1672.0
Münchenbuchsee;depc_egl;0.0
Münchenbuchsee;depic_t;912.0
Münchenbuchsee;depic_pat_cul;0.0
Münchenbuchsee;depic_cula;0.0
Münchenbuchsee;depic_med;0.0
Münchenbuchsee;depic_spo;912.0
Münchenbuchsee;depic_egl;0.0
Münchenstein;depc_t;2150.0
Münchenstein;depc_pat_cul;69.0
Münchenstein;depc_cula;336.0
Münchenstein;depc_med;0.0
Münchenstein;depc_spo;1746.0
Münchenstein;depc_egl;0.0
Münchenstein;depic_t;578.0
Münchenstein;depic_pat_cul;0.0
Münchenstein;depic_cula;0.0
Münchenstein;depic_med;0.0
Münchenstein;depic_spo;578.0
Münchenstein;depic_egl;0.0
Münsingen;depc_t;3297.0
Münsingen;depc_pat_cul;579.0
Münsingen;depc_cula;670.0
Münsingen;depc_med;44.0
Münsingen;depc_spo;2004.0
Münsingen;depc_egl;0.0
Münsingen;depic_t;840.0
Münsingen;depic_pat_cul;0.0
Münsingen;depic_cula;0.0
Münsingen;depic_med;0.0
Münsingen;depic_spo;840.0
Münsingen;depic_egl;0.0
Muri bei Bern;depc_t;3471.0
Muri bei Bern;depc_pat_cul;0.0
Muri bei Bern;depc_cula;799.0
Muri bei Bern;depc_med;138.0
Muri bei Bern;depc_spo;2534.0
Muri bei Bern;depc_egl;0.0
Muri bei Bern;depic_t;1027.0
Muri bei Bern;depic_pat_cul;0.0
Muri bei Bern;depic_cula;0.0
Muri bei Bern;depic_med;0.0
Muri bei Bern;depic_spo;1027.0
Muri bei Bern;depic_egl;0.0
Neuhausen am Rheinfall;depc_t;2416.0
Neuhausen am Rheinfall;depc_cula;411.0
Neuhausen am Rheinfall;depc_med;735.0
Neuhausen am Rheinfall;depc_spo;1270.0
Neuhausen am Rheinfall;depc_egl;0.0
Neuhausen am Rheinfall;depic_t;323.0
Neuhausen am Rheinfall;depic_pat_cul;0.0
Neuhausen am Rheinfall;depic_cula;0.0
Neuhausen am Rheinfall;depic_med;188.0
Neuhausen am Rheinfall;depic_spo;135.0
Neuhausen am Rheinfall;depic_egl;0.0
Oberwil (BL);depc_t;2338.0
Oberwil (BL);depc_pat_cul;85.0
Oberwil (BL);depc_cula;422.0
Oberwil (BL);depc_med;693.0
Oberwil (BL);depc_spo;1138.0
Oberwil (BL);depc_egl;0.0
Oberwil (BL);depic_t;148.0
Oberwil (BL);depic_pat_cul;0.0
Oberwil (BL);depic_cula;0.0
Oberwil (BL);depic_med;104.0
Oberwil (BL);depic_spo;44.0
Oberwil (BL);depic_egl;0.0
Oftringen;depc_t;745.0
Oftringen;depc_pat_cul;106.0
Oftringen;depc_cula;289.0
Oftringen;depc_med;0.0
Oftringen;depc_spo;350.0
Oftringen;depc_egl;0.0
Oftringen;depic_t;0.0
Oftringen;depic_pat_cul;0.0
Oftringen;depic_cula;0.0
Oftringen;depic_med;0.0
Oftringen;depic_spo;0.0
Oftringen;depic_egl;0.0
Payerne;depc_t;4064.0
Payerne;depc_pat_cul;1184.0
Payerne;depc_cula;374.0
Payerne;depc_med;0.0
Payerne;depc_spo;2507.0
Payerne;depc_egl;0.0
Payerne;depic_t;1596.0
Payerne;depic_pat_cul;775.0
Payerne;depic_cula;0.0
Payerne;depic_med;0.0
Payerne;depic_spo;822.0
Payerne;depic_egl;0.0
Pfäffikon;depc_t;3100.0
Pfäffikon;depc_pat_cul;426.0
Pfäffikon;depc_cula;520.0
Pfäffikon;depc_med;0.0
Pfäffikon;depc_spo;2153.0
Pfäffikon;depc_egl;0.0
Pfäffikon;depic_t;7.0
Pfäffikon;depic_pat_cul;0.0
Pfäffikon;depic_cula;0.0
Pfäffikon;depic_med;0.0
Pfäffikon;depic_spo;7.0
Pfäffikon;depic_egl;0.0
Plan-les-Ouates;depc_t;11649.0
Plan-les-Ouates;depc_pat_cul;2.0
Plan-les-Ouates;depc_cula;2859.0
Plan-les-Ouates;depc_med;110.0
Plan-les-Ouates;depc_spo;8672.0
Plan-les-Ouates;depc_egl;6.0
Plan-les-Ouates;depic_t;1174.0
Plan-les-Ouates;depic_pat_cul;0.0
Plan-les-Ouates;depic_cula;0.0
Plan-les-Ouates;depic_med;0.0
Plan-les-Ouates;depic_spo;1174.0
Plan-les-Ouates;depic_egl;0.0
Prilly;depc_t;5010.0
Prilly;depc_cula;769.0
Prilly;depc_med;41.0
Prilly;depc_spo;3742.0
Prilly;depc_egl;458.0
Prilly;depic_t;29.0
Prilly;depic_pat_cul;0.0
Prilly;depic_cula;0.0
Prilly;depic_med;0.0
Prilly;depic_spo;29.0
Prilly;depic_egl;0.0
Rheinfelden;depc_t;7705.0
Rheinfelden;depc_pat_cul;146.0
Rheinfelden;depc_cula;1360.0
Rheinfelden;depc_med;470.0
Rheinfelden;depc_spo;5729.0
Rheinfelden;depc_egl;0.0
Rheinfelden;depic_t;3558.0
Rheinfelden;depic_pat_cul;0.0
Rheinfelden;depic_cula;0.0
Rheinfelden;depic_med;0.0
Rheinfelden;depic_spo;3558.0
Rheinfelden;depic_egl;0.0
Richterswil;depc_t;1822.0
Richterswil;depc_pat_cul;7.0
Richterswil;depc_cula;326.0
Richterswil;depc_med;0.0
Richterswil;depc_spo;1489.0
Richterswil;depc_egl;0.0
Richterswil;depic_t;0.0
Richterswil;depic_pat_cul;0.0
Richterswil;depic_cula;0.0
Richterswil;depic_med;0.0
Richterswil;depic_spo;0.0
Richterswil;depic_egl;0.0
Risch;depc_t;4273.0
Risch;depc_pat_cul;0.0
Risch;depc_cula;1049.0
Risch;depc_med;0.0
Risch;depc_spo;3225.0
Risch;depc_egl;0.0
Risch;depic_t;2591.0
Risch;depic_pat_cul;0.0
Risch;depic_cula;138.0
Risch;depic_med;0.0
Risch;depic_spo;2453.0
Risch;depic_egl;0.0
Romanshorn;depc_t;3350.0
Romanshorn;depc_pat_cul;80.0
Romanshorn;depc_cula;319.0
Romanshorn;depc_med;57.0
Romanshorn;depc_spo;2894.0
Romanshorn;depc_egl;0.0
Romanshorn;depic_t;653.0
Romanshorn;depic_pat_cul;0.0
Romanshorn;depic_cula;0.0
Romanshorn;depic_med;0.0
Romanshorn;depic_spo;653.0
Romanshorn;depic_egl;0.0
Rüti (ZH);depc_t;1790.0
Rüti (ZH);depc_pat_cul;0.0
Rüti (ZH);depc_cula;959.0
Rüti (ZH);depc_med;0.0
Rüti (ZH);depc_spo;830.0
Rüti (ZH);depc_egl;0.0
Rüti (ZH);depic_t;13.0
Rüti (ZH);depic_pat_cul;0.0
Rüti (ZH);depic_cula;0.0
Rüti (ZH);depic_med;0.0
Rüti (ZH);depic_spo;13.0
Rüti (ZH);depic_egl;0.0
Sarnen;depc_t;3171.0
Sarnen;depc_pat_cul;205.0
Sarnen;depc_cula;329.0
Sarnen;depc_med;62.0
Sarnen;depc_spo;2574.0
Sarnen;depc_egl;1.0
Sarnen;depic_t;8.0
Sarnen;depic_pat_cul;0.0
Sarnen;depic_cula;0.0
Sarnen;depic_med;0.0
Sarnen;depic_spo;8.0
Sarnen;depic_egl;0.0
Spiez;depc_t;2286.0
Spiez;depc_pat_cul;0.0
Spiez;depc_cula;495.0
Spiez;depc_med;0.0
Spiez;depc_spo;1791.0
Spiez;depc_egl;0.0
Spiez;depic_t;0.0
Spiez;depic_pat_cul;0.0
Spiez;depic_cula;0.0
Spiez;depic_med;0.0
Spiez;depic_spo;0.0
Spiez;depic_egl;0.0
Spreitenbach;depc_t;1060.0
Spreitenbach;depc_pat_cul;0.0
Spreitenbach;depc_cula;346.0
Spreitenbach;depc_med;35.0
Spreitenbach;depc_spo;679.0
Spreitenbach;depc_egl;0.0
